year,company,facility,city,province,naics,amount
2020,Hydro One Remote Communities Inc.,Kingfisher Diesel Generating Station,KINGFISHER LAKE,Ontario,221112,47.431
2021,Hydro One Remote Communities Inc.,Kingfisher Diesel Generating Station,Kingfisher Lake,Ontario,221112,49.8
2020,Hydro One Remote Communities Inc.,Lansdowne Diesel Generating Station,LANSDOWNE HOUSE,Ontario,221112,49.82
2021,Hydro One Remote Communities Inc.,Lansdowne Diesel Generating Station,Lansdowne House,Ontario,221112,45.593
2020,Hydro One Remote Communities Inc.,Sachigo Diesel Generating Station,SACHIGO LAKE,Ontario,221112,64.132
2021,Hydro One Remote Communities Inc.,Sachigo Diesel Generating Station,Sachigo Lake,Ontario,221112,62.973
2020,Hydro One Remote Communities Inc.,Sandy Lake Diesel Generating Station,SANDY LAKE,Ontario,221112,196.0
2021,Hydro One Remote Communities Inc.,Sandy Lake Diesel Generating Station,Sandy Lake,Ontario,221112,204.482
2020,Hydro One Remote Communities Inc.,Wapekeka Diesel Generating Station,WEPEKEKA,Ontario,221112,63.484
2021,Hydro One Remote Communities Inc.,Wapekeka Diesel Generating Station,Wepekeka,Ontario,221112,62.99
2020,Hydro One Remote Communities Inc.,Weagamow Diesel Generating Station,WEAGAMOW,Ontario,221112,78.632
2021,Hydro One Remote Communities Inc.,Weagamow Diesel Generating Station,Weagamow,Ontario,221112,82.259
2020,Hydro One Remote Communities Inc.,Webequie Diesel Generating Station,WEBEQUIE,Ontario,221112,55.712
2021,Hydro One Remote Communities Inc.,Webequie Diesel Generating Station,Webequie,Ontario,221112,59.659
2020,Eacom Timber Corporation,Ear Falls Saw Mill,EAR FALLS,Ontario,321111,28.2129
2021,Eacom Timber Corporation,Ear Falls Sawmill,Ear Falls ,Ontario,321111,27.463
2020,Rayonier A.M. Canada G.P.,Chapleau Sawmill,CHAPLEAU,Ontario,321111,100.264
2021,Produits Forestiers GreenFirst (QC) Inc. / GreenFirst Forest Products (QC) Inc.,Chapleau Sawmill,Chapleau,Ontario,321111,99.34
2020,The Corporation of the City of Kingston,CATARAQUI BAY WASTEWATER TREATMENT,KINGSTON,Ontario,221320,11.49
2021,The Corporation of the City of Kingston,CATARAQUI BAY WASTEWATER TREATMENT,Kingston,Ontario,221320,11.6
2020,Atlantic Power LP,Calstock Power Plant,HEARST,Ontario,221119,178.42
2021,Atlantic Power LP,Calstock Power Plant,Hearst,Ontario,221119,191.66
2020,Atlantic Power LP,Tunis Power Plant,TUNIS,Ontario,221112,20.2435
2021,Atlantic Power LP,Tunis Power Plant,Tunis,Ontario,221112,21.9822
2020,Markham District Energy Inc.,Warden Energy Centre,MARKHAM,Ontario,221330,30.57
2021,Markham District Energy Inc.,Warden Energy Centre,Markham,Ontario,221330,33.63
2020,Eacom Timber Corporation,Nairn Centre Sawmill,NAIRN CENTRE,Ontario,321111,48.9912
2021,Eacom Timber Corporation,Nairn Centre Sawmill,Nairn Centre,Ontario,321111,49.9794
2021,Walker Aggregates Inc.,MCGREGOR QUARRY,AMHERSTBURG,Ontario,212315,28.0174
2020,DEPARTMENT OF NATIONAL DEFENCE,BFC Borden,BORDEN,Ontario,911110,55.122
2021,DEPARTMENT OF NATIONAL DEFENCE,BFC Borden,Borden,Ontario,911110,39.58
2020,A&M Heat Treating Ltd.,A&M Heat Treating Ltd.,MISSISSAUGA,Ontario,332810,0.952
2021,A&M Heat Treating Ltd.,A&M Heat Treating Ltd.,Mississauga,Ontario,332810,0.9349999999999999
2020,Canada Forgings Inc.,Closed Die Plant,WELLAND,Ontario,332113,1.3
2021,Canada Forgings Inc.,Closed Die Plant,Welland,Ontario,332113,0.7999999999999999
2020,Magris Talc Canada Inc.,Timmins Micronizing Plant,TIMMINS,Ontario,212398,0.156
2020,Magris Talc Canada Inc.,Timmins Micronizing Plant,TIMMINS,Ontario,212398,0.156
2021,Magris Talc Canada Inc.,Timmins Micronizing Plant,Timmins,Ontario,212398,0.239
2020,Magris Talc Canada Inc.,Penhorwood Mine and Concentrator Facility,"PENHORWOOD & REEVES TOWNSHIP, DISTRICT O",Ontario,212398,0.06899999999999999
2020,Magris Talc Canada Inc.,Penhorwood Mine and Concentrator Facility,"PENHORWOOD & REEVES TOWNSHIP, DISTRICT O",Ontario,212398,0.06899999999999999
2021,Magris Talc Canada Inc.,Penhorwood Mine and Concentrator Facility,"Penhorwood & Reeves Township, District o",Ontario,212398,0.08499999999999999
2020,Pretium Canada Packaging ULC,STARPLEX SCIENTIFIC,ETOBICOKE,Ontario,325410,0.208
2021,Pretium Canada Packaging ULC,STARPLEX SCIENTIFIC,Etobicoke,Ontario,325410,0.22899999999999998
2020,McMaster University,MCMASTER UNIVERSITY,HAMILTON,Ontario,611310,121.609
2021,McMaster University,MCMASTER UNIVERSITY,Hamilton,Ontario,611310,116.466
2021,"Dufferin Aggregates, a Division of CRH Canada Group Inc.",Flamboro Quarry,Dundas,Ontario,212315,23.4406
2020,Covia Canada Ltd.,Nepheline Syenite Operations,HAVELOCK,Ontario,212326,55.075
2021,Covia Canada Ltd.,Nepheline Syenite Operations,Havelock,Ontario,212326,25.181
2021,HCE Energy Inc.,HCE Energy Centre,Hamilton,Ontario,221330,24.0
2020,Queen's University,Queen's University - Kingston Main Campus,KINGSTON,Ontario,611310,30.838
2021,Queen's University,Queen's University - Kingston Main Campus,Kingston,Ontario,611310,29.735
2020,LA CIE MCCORMICK CANADA,600 CLARKE ROAD,,,311990,0.62
2020,Enbridge Gas Inc.,UG - Dow A Compressor Station,TOWNSHIP OF LAMBTON,Ontario,486210,39.0
2021,Enbridge Gas Inc.,UG - Dow A Compressor Station,Township of Lambton,Ontario,486210,87.0
2020,Patriot Forge Co.,Brantford Facility,BRANTFORD,Ontario,332113,20.6012
2021,Patriot Forge Co.,Brantford Facility,Brantford,Ontario,332113,21.1188
2020,Lafarge Canada Inc. - EAST,Dundas Quarry,DUNDAS,Ontario,212315,35.99
2020,Canada Forgings Inc.,Open Die Plant,WELLAND,Ontario,332113,4.4
2021,Canada Forgings Inc.,Open Die Plant,Welland,Ontario,332113,4.3
2020,City of Hamilton,Glanbrook Landfill Site,HAMILTON,Ontario,562210,16.598
2021,City of Hamilton,Glanbrook Landfill Site,Hamilton,Ontario,562210,12.269
2020,De Beers Group,Victor Mine,KENORA,Ontario,212392,1.75
2021,De Beers Group,Victor Mine,Kenora,Ontario,212392,7.43
2021,Brighton Beach Power L.P.,Brighton Beach Power,Windsor,Ontario,221112,33.4
2021,Enbridge Gas Inc.,Chatham D Compressor Station,Dresden,Ontario,493190,40.0
2021,R.W. TOMLINSON LIMITED,Stittsville Quarry,Ottawa,Ontario,212315,20.1784
2020,Superior Glove Works Ltd.,Superior Glove,ACTON,Ontario,315990,0.19499999999999998
2020,Produits forestiers Résolu,Thunder Bay Sawmill,THUNDER BAY,Ontario,321111,20.95
2021,Produits forestiers Résolu,Thunder Bay Sawmill,Thunder Bay,Ontario,321111,32.12
2021,EIDCA Specialty Products Company,Kingston Site,Kingston,Ontario,541710,0.411
2021,EIDCA Specialty Products Company,Kingston Site,Kingston,Ontario,541710,0.411
2021,EIDCA Specialty Products Company,Kingston Site,Kingston,Ontario,541710,0.411
2021,EIDCA Specialty Products Company,Kingston Site,Kingston,Ontario,541710,0.411
2020,Wesdome Gold Mines Ltd.,Eagle River Mine Site,WAWA,Ontario,212220,105.766019
2020,The Sarjeant Co. Ltd.,Pit # 3,ORO MEDONTE TWP.,Ontario,212323,43.4277
2021,The Sarjeant Co. Ltd.,Pit # 3,Oro Medonte Twp.,Ontario,212323,43.4277
2020,FNX Mining Company Inc.,McCreedy West Mine,LEVACK,Ontario,212232,92.759797
2021,FNX Mining Company Inc.,McCreedy West Mine,Levack,Ontario,212232,89.420211
2020,Imperial Oil,Sarnia Cogen Plant,SARNIA,Ontario,221112,304.0
2021,Imperial Oil,Sarnia Cogen Plant,Sarnia,Ontario,221112,292.4
2020,Algoma Tubes Inc.,Tenaris Algoma Tubes,SAULT STE. MARIE,Ontario,331210,29.9636
2021,Algoma Tubes Inc.,Tenaris Algoma Tubes,Sault Ste. Marie,Ontario,331210,63.5885
2021,Polyson Polyethylene Products (1986) Ltd.,Polyson Polyethylene Products (1986) ltd.,Scarborough,Ontario,326111,0.32
2021,Waterford Sand & Gravel Limited,Vinemount Quarries,Stoney Creek,Ontario,212315,42.7039
2020,STRADA AGGREGATES,STRADA 044,CONCORD,Ontario,212323,38.3061
2021,STRADA AGGREGATES,STRADA 044,CONCORD,Ontario,212323,26.9801
2020,Bitumar Inc.,Canadian Asphalt Inc.,HAMILTON,Ontario,339990,2.84
2021,Bitumar Inc.,Canadian Asphalt Inc.,Hamilton,Ontario,339990,2.89
2020,Royal Ready Mix Inc.,Royal Windsor Drive,OAKVILLE,Ontario,327320,0.26899999999999996
2021,Royal Ready Mix Inc.,Royal Windsor Drive,Oakville,Ontario,327320,0.27399999999999997
2020,Integrated Gas Recovery Services Inc.,Britannia Facility,MISSISSAUGA,Ontario,221119,20.258
2021,Integrated Gas Recovery Services Inc.,Britannia Facility,Mississauga,Ontario,221119,14.971
2020,Enbridge Gas Inc.,UG - Waubuno Compressor Station,ST. CLAIR,Ontario,486210,27.0
2021,Enbridge Gas Inc.,UG - Waubuno Compressor Station,St. Clair,Ontario,486210,25.0
2021,Matalco Inc.,Matalco Inc.,Brampton,Ontario,331317,20.4446
2020,Suncor Energy Inc.,St. Clair Ethanol Plant,MOORETOWN,Ontario,325190,167.1398
2021,Suncor Energy Inc.,St. Clair Ethanol Plant,Mooretown,Ontario,325190,163.618425
2020,Island Gold Mines (a subsidiary company of Alamos Gold Incorporated),Island Gold Mine,DUBREUILVILLE,Ontario,212220,267.0724
2021,Alamos Gold Incorporated,Island Gold Mine,Dubreuilville,Ontario,212220,296.4251
2020,Public Works and Government Services Canada,Confederation Heights Central Heating and Cooling Plant,OTTAWA,Ontario,911910,4.8
2021,Public Works and Government Services Canada,Confederation Heights Central Heating and Cooling Plant,Ottawa,Ontario,911910,5.0
2020,Air Products Canada Ltd.,Corunna Hydrogen Facility,CORUNNA,Ontario,325120,150.68
2021,Air Products Canada Ltd.,Corunna Hydrogen Facility,Corunna,Ontario,325120,156.91
2020,Eacom Timber Corporation,TIMMINS Sawmill,TIMMINS,Ontario,321111,34.168
2021,Eacom Timber Corporation,TIMMINS Sawmill,Timmins,Ontario,321111,33.0495
2020,St. Marys Cement Inc.,Thomas Street Quarry,ST. MARYS,Ontario,212315,50.553
2021,St. Marys Cement Inc. (Canada),Thomas Street Quarry,St. Marys,Ontario,212315,34.5812
2020,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada Inc. (Woodstock),WOODSTOCK,Ontario,336110,23.798
2021,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada Inc. (Woodstock),Woodstock,Ontario,336110,26.348
2020,"Greenfield Energy Centre, LP",Greenfield Energy Centre LP,COURTRIGHT,Ontario,221112,149.6
2021,"Greenfield Energy Centre, LP",Greenfield Energy Centre LP,Courtright,Ontario,221112,148.34
2020,Glencore Canada Corporation,Nickel Rim South Mine,SKEAD/CITY OF GREATER SUDBURY,Ontario,212232,111.567642
2021,Glencore Canada Corporation,Nickel Rim South Mine,Skead/City of Greater Sudbury,Ontario,212232,88.197665
2020,New Forest Paper Mills LP,New Forest Paper Mills LP,SCARBOROUGH,Ontario,322130,49.903
2021,New Forest Paper Mills LP,New Forest Paper Mills LP,Scarborough,Ontario,322130,48.165
2020,Enbridge Gas Inc.,UG - Oil Springs East Pool,ENNISKILLEN,Ontario,486210,26.0
2021,Enbridge Gas Inc.,UG - Oil Springs East Pool,Enniskillen,Ontario,486210,24.0
2020,Greenfield Global Inc.,Varennes Plant,VARENNES,Quebec,325190,45.817
2021,Greenfield Global Inc.,Varennes Plant,Varennes,Quebec,325190,39.961
2020,1911 Gold Corporation,True North Gold Mine,Bissett,Manitoba,212220,24.8443
2021,1911 Gold Corporation,True North Gold Mine,Bissett,Manitoba,212220,24.8443
2020,Goreway Station Partnership,Goreway Power Station,BRAMPTON,Ontario,221112,92.98
2021,Goreway Station Partnership,Goreway Power Station,Brampton,Ontario,221112,85.394
2020,Mylan Pharmaceuticals ULC,Mylan Canada - 85 Advance Rd location,ETOBICOKE,Ontario,325410,0.055999999999999994
2021,Mylan Pharmaceuticals ULC,Mylan Canada - 85 Advance Rd location,Etobicoke,Ontario,325410,0.064
2020,Greenfield Global Inc.,Johnstown,JOHNSTOWN,Ontario,325190,72.968
2021,Greenfield Global Inc.,Johnstown,Johnstown,Ontario,325190,75.003
2020,Green Lane Landfill,Green Lane Landfill,ST. THOMAS,Ontario,562210,20.974
2021,Green Lane Landfill,Green Lane Landfill,St. Thomas,Ontario,562210,19.627
2020,Integrated Grain Processors Co-operative Incorporated,IGPC Ethanol Inc. - Aylmer Plant,AYLMER,Ontario,325190,137.72
2021,IGPC Ethanol Inc.,IGPC Ethanol Inc.,Aylmer,Ontario,325190,147.358
2021,The Waterford Group,LAW Crushed Stone,Port Colborne,Ontario,212315,36.9136
2020,LA CIE MCCORMICK CANADA,15600 Robin's Hill Road,,,311990,0.5
2020,LA CIE MCCORMICK CANADA,Drew Road,,,311990,0.3
2020,Enbridge Gas Inc.,UG - Sandwich Pool Station,SANDWICH,Ontario,486110,27.0
2021,Enbridge Gas Inc.,UG - Sandwich Pool Station,Sandwich,Ontario,486110,25.0
2020,"St. Clair Power, LP",St. Clair Energy Center,CORUNNA,Ontario,221112,135.4254
2021,"St. Clair Power, LP",St. Clair Energy Center,Corunna,Ontario,221112,221.0815
2020,Essar Power Canada Ltd.,Essar Power Canada Ltd,SAULT STE. MARIE,Ontario,221119,192.44
2021,Essar Power Canada Ltd.,Essar Power Canada Ltd,Sault Ste. Marie,Ontario,221119,110.186
2020,Portlands Energy Centre LP,Portlands Energy Centre,TORONTO,Ontario,221112,148.0
2021,Portlands Energy Centre LP,Portlands Energy Centre,Toronto,Ontario,221112,299.0
2020,Northland Power Inc.,Thorold Cogen Generating Station,THOROLD,Ontario,221112,85.145
2021,Northland Power Inc.,Thorold Cogen Generating Station,Thorold,Ontario,221112,80.851
2020,Portlands Energy Centre LP,Halton Hills Generating Station,HALTON HILLS,Ontario,221112,110.0
2021,Portlands Energy Centre LP,Halton Hills Generating Station,Halton Hills,Ontario,221112,245.0
2020,Enbridge Gas Inc.,UG - Airport Pool,ST CLAIR,Ontario,486210,48.0
2021,Enbridge Gas Inc.,UG - Airport Pool,St Clair,Ontario,486210,50.0
2020,The Governing Council of the University of Toronto,St George Campus,TORONTO,Ontario,611310,121.11
2021,The Governing Council of the University of Toronto,St George Campus,Toronto,Ontario,611310,114.751
2020,City of Peterborough,Peterborough County/City Waste Management Facility,PETERBOROUGH,Ontario,562210,1.98
2021,City of Peterborough,Peterborough County/City Waste Management Facility,Peterborough,Ontario,562210,2.25
2020,Detour Gold Corporation,Detour Lake Project,COCHRANE,Ontario,212220,351.189
2021,Kirkland Lake Gold Inc ,Detour Lake Project,Cochrane,Ontario,212220,377.478
2020,Vale Canada Limited,Totten Mine,WORTHINGTON,Ontario,212232,29.48
2021,Vale Canada Limited,Totten Mine,Worthington,Ontario,212232,21.6
2020,City of Toronto,Dufferin Organics Processing Facility,TORONTO,Ontario,562210,2.29415
2021,City of Toronto,Dufferin Organics Processing Facility,Toronto,Ontario,562210,2.8995699999999998
2020,Hydro One Remote Communities Inc.,Marten Falls Diesel Generating Station,OGOKI POST,Ontario,221112,42.73
2021,Hydro One Remote Communities Inc.,Marten Falls Diesel Generating Station,Ogoki Post,Ontario,221112,40.332
2020,Certus Oil and Gas Inc.,Gilby Gas Plant 05-05-040-03W5,CALGARY,Alberta,211110,81.319
2021,Certus Oil and Gas Inc.,Gilby Gas Plant 05-05-040-03W5,Calgary,Alberta,211110,161.8455
2021,Obsidian Energy Ltd.,Perl Harvard Bigoray,Calgary,Alberta,211110,36.6018
2020,Axiom Oil and Gas Inc.,Killam North Sweet Gas Plant 04-05 (ABGP0001419),N/A,Alberta,211110,6.7562
2021,Axiom Oil and Gas Inc.,Killam North Sweet Gas Plant 04-05 (ABGP0001419),N/A,Alberta,211110,49.0257
2021,Axiom Oil and Gas Inc.,Mundare Sweet Gas Plant 09-28 (ABGP0001468),N/A,Alberta,211110,8.7143
2020,Tidewater Midstream and Infrastructure Ltd.,Plain Lake Gas Battery 15-36,,Alberta,211110,145.453503
2021,Tidewater Midstream and Infrastructure Ltd.,Plain Lake Gas Battery 15-36,N/A,Alberta,211110,144.877694
2020,Axiom Oil and Gas Inc.,AltaGas Services 12-04-054-14W4M (ABCS0020149),Calgary,Alberta,211110,31.8664
2021,Axiom Oil and Gas Inc.,AltaGas Services 12-04-054-14W4M (ABCS0020149),N/A,Alberta,211110,23.3293
2020,Tidewater Midstream and Infrastructure Ltd.,Sylvan Lake Gas Battery 16-34,,Alberta,211110,12.6296
2021,Tidewater Midstream and Infrastructure Ltd.,Sylvan Lake Gas Battery 16-34,N/A,Alberta,211110,11.661
2020,Campus Energy Partners Operations Inc. ,Esther Sour Gas Plant 04-14,,Alberta,211110,54.69
2020,Teine Energy Ltd.,TEINE Milton GP 9-4,Hoosier,Saskatchewan,211110,34.508
2021,Teine Energy Ltd.,TEINE Milton GP 9-4,Hoosier,Saskatchewan,211110,35.147
2020,Campus Energy Partners Operations Inc. ,Loverna Sour Gas Plant 16-25,,Saskatchewan,211110,34.332
2021,Campus Energy Partners Operations Inc. ,Loverna Sour Gas Plant 16-25,N/A,Saskatchewan,211110,34.08705
2020,Campus Energy Partners Operations Inc. ,Milton GGS 13-18,,Saskatchewan,211110,45.121
2021,Campus Energy Partners Operations Inc. ,Milton Comp Stn 13-18,N/A,Saskatchewan,211110,43.49639
2020,Axiom Oil and Gas Inc.,AltaGas Services 13-31-045-13W4M (ABCS0022912),Calgary,Alberta,211110,3.951
2021,Axiom Oil and Gas Inc.,AltaGas Services 13-31-045-13W4M (ABCS0022912),N/A,Alberta,211110,41.7722
2020,ARC RESOURCES LTD.,Ante Creek North Sour Gas Plant 02-26,,Alberta,211110,30.733
2021,ARC RESOURCES LTD.,Ante Creek North Sour Gas Plant 02-26,N/A,Alberta,211110,78.25239
2020,Axiom Oil and Gas Inc.,Manola Sweet Gas Plant 11-18 (ABGP0001536),Calgary,Alberta,211110,6.4068
2021,Axiom Oil and Gas Inc.,Manola Sweet Gas Plant 11-18 (ABGP0001536),N/A,Alberta,211110,85.4541
2020,Axiom Oil and Gas Inc.,Windfall Sweet Gas Plant 01-15 (ABGP0001976),N/A,Alberta,211110,18.7919
2021,Axiom Oil and Gas Inc.,Windfall Sweet Gas Plant 01-15 (ABGP0001976),N/A,Alberta,211110,23.7651
2020,Signalta Resources Ltd.,John Lake Compr Stn 11-35,BONNYVILLE,Alberta,211110,152.32
2021,Signalta Resources Ltd.,John Lake Compr Stn 11-35,Bonnyville,Alberta,211110,143.909
2020,Campus Energy Partners Operations Inc. ,Bantry Sour Gas Plant 04-33,,Alberta,211110,13.542
2021,Campus Energy Partners Operations Inc. ,Bantry Sour Gas Plant & Power Plant,Tilley,Alberta,211110,16.74906
2020,Campus Energy Partners Operations Inc. ,Mosquito Creek Sweet Gas Plant 07-05 (Parkland Comp Stn 07-05),,Alberta,211110,61.082
2020,Campus Energy Partners Operations Inc. ,Parkland Sweet Gas Plant 07-11,,Alberta,211110,46.469
2021,Campus Energy Partners Operations Inc. ,Parkland Sweet Gas Plant 07-11,Parkland ,Alberta,211110,57.4925
2021,Axiom Oil and Gas Inc.,HOLDEN - 10-29-045-17W4 - COMP (ABCS0020150),Calgary,Alberta,211110,30.5894
2021,Axiom Oil and Gas Inc.,Holden 09-19-048-16W4M (ABGS0002487),Calgary,Alberta,211110,52.8571
2021,Axiom Oil and Gas Inc.,Bonnie Glenn 11-06-044-25W4 - COMP (ABCS0009501),Calgary,Alberta,211110,31.286
2021,Axiom Oil and Gas Inc.,Bonnie Glen Sweet Gas Plant 09-19 (ABGP0001549),N/A,Alberta,211110,17.816
2020,Axiom Oil and Gas Inc.,Mikwan Sweet Gas Plant 05-22 (ABGP0001966),N/A,Alberta,211110,9.2581
2021,Axiom Oil and Gas Inc.,Mikwan Sweet Gas Plant 05-22 (ABGP0001966),N/A,Alberta,211110,38.605199999999996
2020,Tidewater Midstream and Infrastructure Ltd.,Sylvan Lake Sweet Gas Plant 05-01,,Alberta,211110,283.672086
2021,Tidewater Midstream and Infrastructure Ltd.,Sylvan Lake Sweet Gas Plant 05-01,N/A,Alberta,211110,321.855354
2020,Tidewater Midstream and Infrastructure Ltd.,Sylvan Lake Comp Stn 16-21,,Alberta,211110,38.3863
2021,Tidewater Midstream and Infrastructure Ltd.,Sylvan Lake Comp Stn 16-21,N/A,Alberta,211110,40.6965
2020,Ovintiv Canada ULC,01-16-063-24W5 - KRC,,Alberta,211110,2.148
2020,Canadian Natural Resources Limited,Vilna Compressor Station 01-32-059-13W4,,Alberta,211110,42.347
2021,Canadian Natural Resources Limited,Vilna Compressor Station 01-32-059-13W4,N/A,Alberta,211110,61.5049
